38, Private, 26987, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
26, Private, 557236, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 340332, Bachelors, 13, Separated, Exec-managerial, Not-in-family, Black, Female, 0, 0, 45, United-States, <=50K
62, Private, 238913, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 2829, 0, 24, United-States, <=50K
21, ?, 170272, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 25, United-States, <=50K
43, Federal-gov, 197069, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, Philippines, >50K
39, Private, 322143, 12th, 8, Married-civ-spouse, Transport-moving, Husband, White, Male, 15024, 0, 70, United-States, >50K
31, Private, 169269, 7th-8th, 4, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 284166, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
54, Local-gov, 54377, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
17, Private, 211870, 9th, 5, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 6, United-States, <=50K
24, Private, 52242, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, >50K
53, State-gov, 71417, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 88126, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 9, England, <=50K
39, Private, 165235, Bachelors, 13, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, >50K
32, Private, 553405, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 99999, 0, 50, United-States, >50K
26, Private, 192208, HS-grad, 9, Never-married, Protective-serv, Not-in-family, Black, Female, 0, 0, 32, United-States, <=50K
32, Private, 156464, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 170866, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
55, Private, 197399, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 55, United-States, >50K
35, Private, 248010, Bachelors, 13, Married-spouse-absent, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 213378, HS-grad, 9, Separated, Sales, Not-in-family, White, Female, 0, 0, 33, United-States, <=50K
28, Private, 213152, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, ?, >50K
58, Private, 126991, HS-grad, 9, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 20, United-States, <=50K
61, ?, 222395, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
56, Private, 169133, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 50, Yugoslavia, <=50K
24, Private, 172496, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K
60, Private, 156616, HS-grad, 9, Widowed, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
25, ?, 262245, Assoc-voc, 11, Never-married, ?, Own-child, White, Female, 3418, 0, 40, United-States, <=50K
59, Private, 279232, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, Puerto-Rico, <=50K
33, Self-emp-not-inc, 235271, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
46, State-gov, 295791, Assoc-voc, 11, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
27, Private, 284196, 10th, 6, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
41, Private, 237321, 1st-4th, 2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, >50K
25, Private, 352057, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K
28, Private, 376302, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
47, Private, 161558, 10th, 6, Married-spouse-absent, Transport-moving, Not-in-family, Black, Male, 0, 0, 45, United-States, <=50K
42, Federal-gov, 198316, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
39, State-gov, 221059, Masters, 14, Married-civ-spouse, Prof-specialty, Other-relative, Other, Female, 7688, 0, 38, United-States, >50K
26, Private, 169727, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 90222, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
54, Self-emp-inc, 172175, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
35, Self-emp-not-inc, 241469, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 2635, 0, 30, United-States, <=50K
31, Private, 1033222, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 8614, 0, 40, United-States, >50K
59, Self-emp-not-inc, 195835, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K
20, Private, 528616, 5th-6th, 3, Never-married, Other-service, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K
19, Private, 316868, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, Mexico, <=50K
23, Private, 32950, Some-college, 10, Never-married, Transport-moving, Not-in-family, White, Male, 4101, 0, 40, United-States, <=50K
50, State-gov, 97778, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Self-emp-not-inc, 292175, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 45, United-States, >50K
47, Private, 97883, Bachelors, 13, Widowed, Priv-house-serv, Unmarried, White, Female, 25236, 0, 35, United-States, >50K
27, Private, 305647, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
36, Private, 96452, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, <=50K
28, Private, 308995, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, Jamaica, <=50K
39, Private, 181661, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
52, Local-gov, 194788, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 4787, 0, 60, United-States, >50K
43, Private, 284403, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 60, United-States, <=50K
23, Private, 175424, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
40, Self-emp-inc, 132222, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, State-gov, 204461, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
28, Private, 246974, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
59, Self-emp-not-inc, 70623, 7th-8th, 4, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 85, United-States, <=50K
56, Private, 91262, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male, 0, 0, 45, United-States, <=50K
42, Private, 29962, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 259846, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 3471, 0, 40, United-States, <=50K
35, Private, 44780, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 7688, 0, 20, United-States, >50K
43, Private, 186396, 9th, 5, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
17, Private, 340557, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 25, United-States, <=50K
44, Self-emp-not-inc, 98106, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
26, Private, 181666, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Own-child, White, Female, 0, 0, 40, ?, <=50K
29, ?, 350603, 10th, 6, Never-married, ?, Own-child, White, Female, 0, 0, 38, United-States, <=50K
66, Private, 284021, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
20, Private, 34446, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
18, Self-emp-not-inc, 157131, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
56, Private, 32446, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
20, Private, 333505, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 30, Nicaragua, <=50K
45, Self-emp-not-inc, 28497, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 1485, 70, United-States, >50K
