29, Private, 201155, 9th, 5, Never-married, Sales, Not-in-family, White, Female, 0, 0, 48, United-States, <=50K
19, Private, 131615, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 22743, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 15024, 0, 60, United-States, >50K
32, Private, 207668, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 45, United-States, >50K
54, Self-emp-not-inc, 82551, Assoc-voc, 11, Married-civ-spouse, Tech-support, Other-relative, White, Female, 0, 0, 10, United-States, <=50K
44, Private, 328561, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Other-relative, White, Female, 0, 0, 20, United-States, <=50K
36, Private, 261241, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, >50K
51, Local-gov, 133336, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, >50K
35, Private, 136343, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
47, Private, 72896, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, Local-gov, 171482, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 56, United-States, >50K
36, Private, 116608, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
32, Private, 97723, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
20, Private, 194630, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 177711, HS-grad, 9, Never-married, Transport-moving, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
25, Private, 114838, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 8, Italy, <=50K
24, Local-gov, 197552, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
22, Private, 416356, Some-college, 10, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 34816, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 12, United-States, <=50K
35, Private, 126675, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 46, ?, <=50K
21, Private, 163333, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 35, United-States, <=50K
39, State-gov, 141420, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 508548, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K
26, Private, 159897, Some-college, 10, Never-married, Exec-managerial, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
41, Local-gov, 344624, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 1485, 40, United-States, >50K
40, ?, 253370, HS-grad, 9, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 35, United-States, >50K
31, Private, 124827, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
31, Private, 106437, Prof-school, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 60, United-States, >50K
42, State-gov, 148316, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K
27, Private, 126060, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
19, Private, 181546, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
25, Private, 159732, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K
33, Federal-gov, 331615, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1848, 40, United-States, >50K
39, Private, 185520, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 8614, 0, 40, United-States, >50K
27, Self-emp-not-inc, 153546, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
45, Private, 33794, Masters, 14, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
19, Private, 121074, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 99, United-States, <=50K
28, Self-emp-not-inc, 182826, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, <=50K
35, Self-emp-not-inc, 37778, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 3103, 0, 55, United-States, <=50K
23, State-gov, 61743, 5th-6th, 3, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
42, Private, 245317, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
30, Private, 231826, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
48, Private, 176917, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, <=50K
57, Self-emp-not-inc, 264148, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, <=50K
34, Private, 122616, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 84, United-States, >50K
24, Private, 248533, Some-college, 10, Never-married, Sales, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K
44, State-gov, 141858, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 75, United-States, >50K
37, State-gov, 24342, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 38, United-States, <=50K
29, Private, 105598, Some-college, 10, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 58, United-States, <=50K
18, ?, 346382, 11th, 7, Never-married, ?, Own-child, White, Male, 0, 0, 15, United-States, <=50K
28, Local-gov, 175262, Assoc-acdm, 12, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 2002, 40, England, <=50K
52, Local-gov, 91689, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
24, Self-emp-inc, 234663, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K
27, ?, 162104, 9th, 5, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
26, Private, 262617, HS-grad, 9, Never-married, Craft-repair, Other-relative, White, Male, 2597, 0, 40, United-States, <=50K
54, Private, 176681, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 20, United-States, <=50K
22, Local-gov, 34029, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 20, United-States, <=50K
32, Private, 157747, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 45, United-States, <=50K
71, Private, 217971, 9th, 5, Widowed, Sales, Unmarried, White, Female, 0, 0, 13, United-States, <=50K
46, Private, 87250, Bachelors, 13, Separated, Tech-support, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
26, Private, 36936, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 2002, 40, United-States, <=50K
26, Self-emp-not-inc, 118523, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
63, Private, 67903, 9th, 5, Separated, Farming-fishing, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
19, Private, 214935, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
59, Private, 114032, Bachelors, 13, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
25, Private, 298225, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
48, Private, 26490, Bachelors, 13, Widowed, Other-service, Unmarried, White, Female, 0, 0, 20, United-States, <=50K
55, Private, 109015, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
25, Private, 102476, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
54, Private, 174319, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
29, State-gov, 106972, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
24, State-gov, 289909, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 129172, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 16, United-States, <=50K
24, Private, 29302, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, ?, <=50K
44, Private, 150076, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
29, Private, 264961, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 45, United-States, <=50K
