31, Private, 409622, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male, 0, 0, 36, Mexico, <=50K
34, Private, 279015, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K
49, Private, 200198, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, United-States, <=50K
62, Local-gov, 33365, HS-grad, 9, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 40, Canada, <=50K
19, Federal-gov, 234151, HS-grad, 9, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
55, Local-gov, 173296, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
38, Self-emp-not-inc, 217054, Some-college, 10, Divorced, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 257940, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 2829, 0, 40, United-States, <=50K
25, Private, 632834, HS-grad, 9, Never-married, Craft-repair, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
29, Self-emp-not-inc, 179008, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
56, Private, 129836, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 10, United-States, <=50K
33, State-gov, 150657, Bachelors, 13, Never-married, Prof-specialty, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K
21, Private, 136873, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 10, United-States, <=50K
36, Federal-gov, 403489, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
23, Private, 117767, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 35, United-States, <=50K
39, Self-emp-not-inc, 190023, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K
31, Private, 19491, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
48, Federal-gov, 110457, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 172962, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 1340, 40, United-States, <=50K
23, Private, 160398, Some-college, 10, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 488541, Some-college, 10, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K
46, Private, 35406, 7th-8th, 4, Separated, Other-service, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K
48, Private, 33669, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K
31, Federal-gov, 34862, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
34, Self-emp-inc, 114733, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 36, United-States, <=50K
32, Private, 232766, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
63, ?, 97823, 11th, 7, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 381357, 9th, 5, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 28, United-States, <=50K
35, Self-emp-not-inc, 468713, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 191834, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, <=50K
39, Private, 355468, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 1887, 46, United-States, >50K
22, Private, 147655, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
23, Private, 275818, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 1974, 40, United-States, <=50K
64, Private, 66634, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
44, Private, 377018, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
47, Private, 185385, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
18, Private, 120544, 9th, 5, Never-married, Other-service, Own-child, Black, Male, 0, 0, 15, United-States, <=50K
26, Private, 78424, Assoc-voc, 11, Never-married, Sales, Unmarried, White, Female, 0, 0, 54, United-States, <=50K
22, ?, 269221, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
46, Self-emp-not-inc, 353012, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 50, United-States, >50K
38, Private, 215646, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
32, ?, 123971, 11th, 7, Divorced, ?, Not-in-family, White, Female, 0, 0, 49, United-States, <=50K
29, Private, 211299, Assoc-voc, 11, Never-married, Sales, Not-in-family, Black, Male, 0, 0, 45, United-States, <=50K
39, Self-emp-not-inc, 124090, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 48458, HS-grad, 9, Never-married, Sales, Own-child, Black, Female, 0, 1669, 45, United-States, <=50K
32, Private, 102858, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 2002, 42, United-States, <=50K
18, Private, 32244, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 594, 0, 30, United-States, <=50K
29, Private, 36601, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
37, Private, 94334, 7th-8th, 4, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 25, United-States, <=50K
35, Private, 61518, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, <=50K
28, Self-emp-inc, 114053, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
44, Federal-gov, 38434, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
21, Private, 253583, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 203263, 12th, 8, Never-married, Other-service, Own-child, White, Male, 0, 0, 35, United-States, <=50K
57, Private, 64960, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 45, United-States, <=50K
46, Private, 70754, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
57, Private, 148315, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 30, United-States, <=50K
32, State-gov, 513416, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 10, United-States, <=50K
25, Private, 154941, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
22, Private, 374116, HS-grad, 9, Never-married, Sales, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
31, Private, 242984, Some-college, 10, Separated, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
19, Private, 292511, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 25, United-States, <=50K
22, Private, 141003, Assoc-voc, 11, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, <=50K
47, Private, 227310, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
30, Private, 145714, Assoc-voc, 11, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 287306, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 40, United-States, >50K
27, Private, 216481, Some-college, 10, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
41, Private, 163174, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
55, Private, 199713, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, <=50K
31, Private, 181091, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
45, State-gov, 103406, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 60, United-States, >50K
46, Private, 213611, 7th-8th, 4, Married-spouse-absent, Priv-house-serv, Unmarried, White, Female, 0, 1594, 24, Guatemala, <=50K
51, Private, 24185, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
63, Private, 273010, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 3471, 0, 40, United-States, <=50K
17, ?, 144114, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 368140, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
23, Private, 210443, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
36, Private, 143486, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 7298, 0, 50, United-States, >50K
