60, Self-emp-not-inc, 33717, 11th, 7, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K
79, Private, 172220, 7th-8th, 4, Widowed, Priv-house-serv, Not-in-family, White, Female, 2964, 0, 30, United-States, <=50K
39, Private, 80410, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 360799, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 40, United-States, >50K
21, ?, 204226, Some-college, 10, Never-married, ?, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
55, Self-emp-inc, 207489, Bachelors, 13, Divorced, Sales, Not-in-family, White, Female, 0, 0, 50, Germany, <=50K
37, Private, 197429, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 45, United-States, >50K
77, ?, 132728, Masters, 14, Divorced, ?, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
20, Private, 117767, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 147884, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
45, Private, 140644, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 22546, Bachelors, 13, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 60, United-States, <=50K
54, Private, 174102, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
36, State-gov, 86805, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 7298, 0, 39, United-States, >50K
53, Private, 58985, Some-college, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 24, United-States, <=50K
34, Private, 473133, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K
23, Private, 274797, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 25, United-States, <=50K
33, Private, 100882, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
30, Self-emp-not-inc, 243665, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
53, Private, 22978, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, >50K
45, Private, 462440, 11th, 7, Widowed, Other-service, Not-in-family, Black, Female, 0, 0, 20, United-States, <=50K
33, Private, 220860, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
69, ?, 248248, 1st-4th, 2, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male, 0, 0, 34, Philippines, <=50K
39, Private, 78171, Some-college, 10, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K
20, Private, 344492, HS-grad, 9, Separated, Sales, Own-child, White, Female, 0, 0, 26, United-States, <=50K
45, Private, 192776, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 55, United-States, >50K
28, Private, 111520, 11th, 7, Never-married, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, Nicaragua, <=50K
50, Federal-gov, 166419, 11th, 7, Never-married, Sales, Not-in-family, Black, Female, 3674, 0, 40, United-States, <=50K
44, Private, 245317, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 56, United-States, >50K
21, Private, 143062, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 32, United-States, <=50K
44, ?, 109912, Bachelors, 13, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 16, United-States, >50K
24, State-gov, 231473, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 30, United-States, <=50K
21, Private, 32616, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 1719, 16, United-States, <=50K
23, Private, 308498, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 15, United-States, <=50K
34, Private, 152246, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, 0, 0, 52, United-States, <=50K
51, Private, 302579, HS-grad, 9, Divorced, Other-service, Other-relative, Black, Female, 0, 0, 30, United-States, <=50K
23, Private, 199908, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
63, Private, 188976, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 183639, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 276515, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, Cuba, <=50K
71, ?, 250263, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 3432, 0, 30, United-States, <=50K
30, Private, 97723, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 45, United-States, <=50K
56, Private, 104842, Bachelors, 13, Divorced, Prof-specialty, Unmarried, Black, Female, 0, 0, 50, Haiti, <=50K
41, Self-emp-not-inc, 240900, HS-grad, 9, Divorced, Farming-fishing, Other-relative, White, Male, 0, 0, 20, United-States, <=50K
26, Private, 113571, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 70, United-States, <=50K
36, Private, 54229, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 37, United-States, <=50K
26, Private, 190330, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
38, Private, 162322, Assoc-voc, 11, Never-married, Tech-support, Own-child, White, Female, 0, 0, 40, United-States, <=50K
40, Self-emp-inc, 37869, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
38, Private, 165930, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
26, Self-emp-not-inc, 117125, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Portugal, <=50K
42, Local-gov, 569930, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, >50K
52, Private, 48343, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Local-gov, 55921, Assoc-voc, 11, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 70, United-States, <=50K
23, Private, 216181, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 36, Iran, <=50K
46, Private, 155664, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
57, Private, 108426, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 48, England, <=50K
21, Private, 235442, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
73, Local-gov, 181902, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 10, Poland, >50K
46, Private, 181810, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 4064, 0, 40, United-States, <=50K
52, Private, 145271, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
35, Private, 166549, 12th, 8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
19, ?, 440417, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 15, United-States, <=50K
26, Private, 176520, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 53, United-States, <=50K
30, Private, 302149, Bachelors, 13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 40, India, <=50K
58, Self-emp-not-inc, 318106, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
51, Private, 40641, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
29, Private, 211482, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
59, Private, 98350, HS-grad, 9, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, China, <=50K
44, Private, 282062, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 271466, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
62, Local-gov, 164518, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
36, Private, 177616, 5th-6th, 3, Separated, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
39, Federal-gov, 189632, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
41, State-gov, 106900, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 60, United-States, >50K
47, Private, 157901, 11th, 7, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male, 0, 0, 36, United-States, <=50K
