39, Private, 236391, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, >50K
63, Local-gov, 28856, 7th-8th, 4, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 55, United-States, <=50K
39, Self-emp-inc, 239755, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 50, United-States, >50K
39, Local-gov, 119421, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 42, United-States, <=50K
31, Private, 234500, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K
31, Private, 176185, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, France, >50K
41, Self-emp-not-inc, 169023, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 7688, 0, 40, United-States, >50K
25, Private, 181576, Some-college, 10, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K
20, Private, 120572, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 12, United-States, <=50K
48, Private, 395368, Some-college, 10, Divorced, Handlers-cleaners, Other-relative, Black, Male, 0, 0, 40, United-States, <=50K
49, Local-gov, 67001, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
49, Private, 278322, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
52, Private, 284129, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
36, Local-gov, 126569, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K
62, Local-gov, 136787, HS-grad, 9, Divorced, Transport-moving, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 110622, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K
22, Private, 206861, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 181091, 10th, 6, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 35, England, <=50K
33, State-gov, 163110, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
35, Private, 163237, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 52, United-States, >50K
40, Private, 260696, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
47, Private, 188195, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 57957, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 15, United-States, <=50K
21, Private, 214716, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 10, United-States, <=50K
56, Self-emp-not-inc, 60166, 1st-4th, 2, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 65, United-States, <=50K
30, Private, 160784, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
24, Private, 34446, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 37, United-States, <=50K
43, Private, 171438, Assoc-voc, 11, Separated, Sales, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
25, Private, 104097, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 2829, 0, 60, United-States, <=50K
34, Private, 189809, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 52, Jamaica, <=50K
58, Private, 174040, Some-college, 10, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 218899, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 0, 60, United-States, <=50K
34, Private, 54850, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 1590, 50, United-States, <=50K
58, Private, 41374, HS-grad, 9, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
24, Private, 182812, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 3325, 0, 52, Dominican-Republic, <=50K
45, Private, 187901, HS-grad, 9, Divorced, Farming-fishing, Not-in-family, White, Male, 0, 2258, 44, United-States, >50K
33, ?, 186824, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
63, Private, 203783, HS-grad, 9, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 72, United-States, <=50K
54, Federal-gov, 21698, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
65, ?, 404601, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 2414, 0, 30, United-States, <=50K
41, Private, 111483, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
45, Self-emp-not-inc, 91044, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
62, Private, 178249, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, >50K
23, State-gov, 93076, HS-grad, 9, Never-married, Other-service, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
34, Private, 317809, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, ?, >50K
53, Local-gov, 110510, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, >50K
22, Private, 102632, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
28, Private, 314659, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K
43, Private, 309932, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 220609, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
59, Private, 152968, Some-college, 10, Separated, Adm-clerical, Other-relative, White, Male, 3325, 0, 40, United-States, <=50K
32, Private, 52537, Some-college, 10, Never-married, Tech-support, Not-in-family, Black, Male, 0, 0, 38, United-States, <=50K
43, Private, 62857, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
19, Private, 214678, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, <=50K
29, Local-gov, 205262, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Other, Male, 0, 0, 40, Ecuador, <=50K
43, Private, 161226, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
63, Private, 361631, Masters, 14, Separated, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
47, Local-gov, 126754, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
34, Private, 106541, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 329408, 11th, 7, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 202214, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
51, Private, 415287, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 1902, 40, United-States, >50K
53, Private, 246117, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico, <=50K
24, Private, 73928, Assoc-voc, 11, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, 0, 0, 20, United-States, <=50K
19, Private, 100790, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
36, Self-emp-not-inc, 219611, Bachelors, 13, Never-married, Sales, Not-in-family, Black, Female, 2174, 0, 50, United-States, <=50K
54, Private, 155433, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 35, United-States, <=50K
34, Private, 164280, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Portugal, <=50K
48, Private, 185039, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 30, United-States, <=50K
38, Private, 318610, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
52, State-gov, 216342, Bachelors, 13, Widowed, Exec-managerial, Unmarried, White, Female, 0, 0, 55, United-States, <=50K
57, Local-gov, 190748, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
35, Private, 192626, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
24, Private, 29302, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, ?, <=50K
